date,open,high,low,close,volume,adj_close
2024-05-21,14.7164,15.129,14.3431,14.8441,66300,14.8441
2024-05-22,14.6575,15.4139,14.4708,15.1389,48300,15.1389
2024-05-23,15.4538,15.4538,13.9281,14.0561,69300,14.0561
2024-05-24,14.0266,14.5581,13.8592,14.5581,49700,14.5581
2024-05-28,14.3809,14.4597,13.6821,13.997,58900,13.997
2024-05-29,13.7805,14.9125,13.7805,14.7254,31400,14.7254
2024-05-30,14.4597,14.9223,14.4301,14.5778,29600,14.5778
2024-05-31,14.7451,14.8928,13.6722,14.5581,59600,14.5581
2024-06-03,14.755,14.8632,13.8789,14.1545,25300,14.1545
2024-06-04,14.0364,14.3219,13.8789,14.0364,22400,14.0364
2024-06-05,14.3809,14.6861,14.125,14.5286,24000,14.5286
2024-06-06,14.4794,14.5384,13.8002,14.0364,32200,14.0364
2024-06-07,14.0266,14.5286,13.5246,13.8002,28400,13.8002
2024-06-10,13.6919,14.5778,13.6919,14.1545,24000,14.1545
2024-06-11,14.0659,14.5483,13.9478,14.2234,46000,14.2234
2024-06-12,14.5483,14.7648,13.7805,14.1152,51400,14.1152
2024-06-13,14.0069,14.3809,13.8297,14.253,22400,14.253
2024-06-14,13.9774,14.1841,13.6624,14.1053,21400,14.1053
2024-06-17,14.0167,14.1152,13.4655,14.1152,35600,14.1152
2024-06-18,13.8986,14.0758,13.5836,13.7017,35700,13.7017
2024-06-20,13.7017,14.0266,13.4852,14.0266,40800,14.0266
2024-06-21,14.1348,14.1348,13.7313,13.7411,22000,13.7411
2024-06-24,13.6132,13.6624,13.0521,13.0521,45000,13.0521
2024-06-25,13.0423,13.4163,12.5304,13.0816,46200,13.0816
2024-06-26,12.993,13.6525,12.8257,13.6525,26300,13.6525
2024-06-27,13.751,14.814,13.3474,14.6369,66700,14.6369
2024-06-28,14.814,15.3357,14.1644,14.6664,53300,14.6664
2024-07-01,14.9814,15.0306,14.2825,14.9715,36000,14.9715
2024-07-02,15.1881,15.5818,14.814,15.3554,44700,15.3554
2024-07-03,15.3554,15.5818,14.9321,14.9321,17500,14.9321
2024-07-05,14.8829,15.5523,14.8239,15.4637,16800,15.4637
2024-07-08,15.5818,15.5818,14.6762,15.2373,37200,15.2373
2024-07-09,15.1881,15.4735,14.8928,14.9715,5600,14.9715
2024-07-10,15.1093,15.1192,14.5483,14.8731,16800,14.8731
2024-07-11,14.9125,15.4342,14.9125,15.1979,20600,15.1979
2024-07-12,15.3849,15.5031,14.6664,15.1389,39300,15.1389
2024-07-15,15.3456,15.7196,14.7747,14.942,19300,14.942
2024-07-16,15.2078,15.3357,14.7254,15.0798,21000,15.0798
2024-07-17,15.0306,15.1093,13.8888,14.2628,36400,14.2628
2024-07-18,14.0955,14.942,14.0758,14.4695,32200,14.4695
2024-07-19,14.253,14.7648,13.997,14.44,25400,14.44
2024-07-22,15.2274,18.082,14.9223,17.5406,210700,17.5406
2024-07-23,17.9048,18.0623,14.9814,15.3357,169300,15.3357
2024-07-24,15.3456,16.0641,14.8534,15.1979,30500,15.1979
2024-07-25,15.129,15.2078,14.1545,14.7156,22400,14.7156
2024-07-26,15.129,15.2963,14.7254,14.8928,20600,14.8928
2024-07-29,14.9026,15.7098,14.6664,14.9026,23300,14.9026
2024-07-30,15.001,15.0601,14.2136,14.6172,24000,14.6172
2024-07-31,14.7451,15.3062,14.6467,15.2176,14000,15.2176
2024-08-01,15.4735,15.4735,13.9774,14.8632,37900,14.8632
2024-08-02,14.5187,14.5187,13.5541,14.3317,34400,14.3317
2024-08-05,13.2293,14.4301,13.0423,14.4301,32300,14.4301
2024-08-06,14.0069,14.9125,13.5344,14.6762,15800,14.6762
2024-08-07,14.9125,14.9125,13.7805,14.0364,7400,14.0364
2024-08-08,14.0955,14.942,14.0758,14.9125,19300,14.9125
2024-08-09,14.9715,15.0896,14.2923,14.4695,11100,14.4695
2024-08-12,14.6172,15.7294,14.5679,15.7294,31300,15.7294
2024-08-13,14.3711,14.3711,12.304,12.9537,109000,12.9537
2024-08-14,12.6682,13.5049,12.6485,13.0619,93000,13.0619
2024-08-15,12.8651,13.2982,12.0087,12.9143,100000,12.9143
2024-08-16,13.0226,13.7608,12.5599,13.7608,97400,13.7608
2024-08-19,14.0266,15.9854,14.0266,14.7648,272700,14.7648
2024-08-20,14.499,14.6664,13.7411,14.1348,72400,14.1348
2024-08-21,14.312,14.312,13.5935,13.9774,49400,13.9774
2024-08-22,14.9125,14.9125,13.5541,14.0659,18700,14.0659
2024-08-23,14.0659,14.3027,13.5728,13.7207,11400,13.7207
2024-08-26,13.5629,14.1054,13.4248,13.5826,33300,13.5826
2024-08-27,13.6122,13.7996,13.4741,13.6319,7700,13.6319
2024-08-28,13.553,13.77,13.336,13.77,17600,13.77
2024-08-29,13.701,13.918,13.4149,13.6615,8500,13.6615
2024-08-30,13.6517,13.7306,13.336,13.7108,6200,13.7108
2024-09-03,13.4248,13.6319,13.0006,13.3755,24900,13.3755
2024-09-04,13.1881,13.1881,12.6061,12.8034,15600,12.8034
2024-09-05,12.8231,12.9415,12.034,12.1129,34300,12.1129
2024-09-06,12.034,12.034,10.8306,11.0969,49400,11.0969
2024-09-09,10.8404,11.6986,10.8404,11.2547,24900,11.2547
2024-09-10,11.8663,11.8663,10.6136,11.304,24400,11.304
2024-09-11,11.4619,11.5802,11.0279,11.5309,20200,11.5309
2024-09-12,11.4619,11.886,11.3928,11.8564,23200,11.8564
2024-09-13,11.9353,12.5074,11.6197,12.1326,23900,12.1326
2024-09-16,12.1622,12.6258,11.6986,12.1228,17600,12.1228
2024-09-17,12.2115,12.7146,11.9452,12.7047,41900,12.7047
2024-09-18,12.468,12.5469,12.0833,12.0932,27000,12.0932
2024-09-19,12.1721,12.4187,12.1425,12.3102,19900,12.3102
2024-09-20,12.1523,12.4976,12.1523,12.4976,20700,12.4976
2024-09-23,12.4088,12.6258,11.8367,12.3398,22000,12.3398
2024-09-24,12.1819,12.5568,12.0143,12.3891,17000,12.3891
2024-09-25,12.3595,12.5962,12.2313,12.3989,19200,12.3989
2024-09-26,12.5074,12.5666,12.1326,12.5666,17400,12.5666
2024-09-27,12.3496,13.1387,12.1721,12.7245,30800,12.7245
2024-09-30,12.6554,12.8231,12.5864,12.8132,9300,12.8132
2024-10-01,12.6455,12.9119,12.1523,12.5666,19200,12.5666
2024-10-02,12.3694,12.9217,12.3694,12.5864,17900,12.5864
2024-10-03,12.5765,12.8823,12.4285,12.5568,11400,12.5568
2024-10-04,12.4877,12.8527,12.4877,12.6357,12000,12.6357
2024-10-07,12.4384,12.6258,12.251,12.251,23500,12.251
2024-10-08,12.0734,12.7146,12.0734,12.5864,13100,12.5864
2024-10-09,12.7047,12.8231,12.4088,12.8132,11700,12.8132
2024-10-10,12.6357,13.0105,12.4384,13.0105,40400,13.0105
2024-10-11,13.119,13.119,12.7245,12.9316,10100,12.9316
2024-10-14,12.6949,12.7245,12.3595,12.4779,9900,12.4779
2024-10-15,12.4187,12.9217,12.0537,12.3299,18500,12.3299
2024-10-16,12.902,12.902,12.4779,12.6061,4000,12.6061
2024-10-17,12.5864,13.267,12.5074,13.1486,20600,13.1486
2024-10-18,13.1091,13.2867,12.754,13.0006,10700,13.0006
2024-10-21,12.9415,13.05,12.537,12.6554,13900,12.6554
2024-10-22,12.7146,12.7146,12.4285,12.5469,10000,12.5469
2024-10-23,12.6258,12.6258,12.32,12.3496,19000,12.3496
2024-10-24,12.4779,12.8231,12.3496,12.8231,14300,12.8231
2024-10-25,12.9513,12.9513,12.6357,12.9316,20000,12.9316
2024-10-28,12.7639,12.9612,12.537,12.537,12800,12.537
2024-10-29,12.5074,12.754,12.2214,12.2214,18100,12.2214
2024-10-30,12.1228,12.3496,12.0734,12.3496,19800,12.3496
2024-10-31,12.3496,12.468,12.2608,12.3003,9300,12.3003
2024-11-01,12.251,12.4285,11.8762,12.034,6300,12.034
2024-11-04,11.9353,12.6357,11.9353,12.4483,43700,12.4483
2024-11-05,12.6455,12.7836,12.4285,12.4483,15100,12.4483
2024-11-06,12.4877,12.7442,12.2017,12.6357,11100,12.6357
2024-11-07,12.4779,13.0006,12.1326,12.6061,24200,12.6061
2024-11-08,12.7738,13.0006,12.7738,12.9809,15500,12.9809
2024-11-11,12.8428,12.9908,12.685,12.7442,10600,12.7442
2024-11-12,12.7935,12.9119,12.3398,12.3398,19500,12.3398
2024-11-13,12.5272,12.5666,12.2411,12.4384,19100,12.4384
2024-11-14,12.537,12.8231,12.3102,12.8034,13700,12.8034
2024-11-15,12.7836,12.7836,12.3299,12.7343,7500,12.7343
2024-11-18,12.6554,12.7639,12.4779,12.5666,19300,12.5666
2024-11-19,12.6258,13.0697,12.6061,12.8527,10400,12.8527
2024-11-20,12.8823,13.3853,12.6455,13.3853,27800,13.3853
2024-11-21,13.6319,14.4605,13.0302,13.9969,66100,13.9969
2024-11-22,13.8687,16.9561,13.7799,16.9462,107000,16.9462
2024-11-25,17.0153,18.3765,16.9363,18.2384,53900,18.2384
2024-11-26,18.3765,18.3765,15.9105,16.4234,56200,16.4234
2024-11-27,16.4136,16.5023,15.4863,15.6047,19000,15.6047
2024-11-29,15.4568,16.5319,15.1904,16.0289,13400,16.0289
2024-12-02,16.2064,16.2163,15.2299,16.0091,48300,16.0091
2024-12-03,16.2261,17.5282,15.7823,17.0448,30100,17.0448
2024-12-04,17.5578,17.6564,16.0585,16.2853,35500,16.2853
2024-12-05,15.5258,16.9561,15.5258,16.3248,26900,16.3248
2024-12-06,16.5714,17.2027,14.8649,17.1632,20400,17.1632
2024-12-09,17.5578,17.5578,16.5319,16.6404,33200,16.6404
2024-12-10,15.7823,17.3704,15.7823,16.5615,35200,16.5615
2024-12-11,16.5418,17.7057,16.5418,17.4493,45800,17.4493
2024-12-12,17.1928,21.168,17.1632,20.1717,85900,20.1717
2024-12-13,19.9251,19.9744,16.1867,16.5615,79400,16.5615
2024-12-16,16.818,17.2421,16.3248,17.2421,27200,17.2421
2024-12-17,17.1139,18.12,16.453,17.7452,39000,17.7452
2024-12-18,17.4789,17.8636,16.0486,16.088,30100,16.088
2024-12-19,16.384,18.1595,16.2755,16.2755,91200,16.2755
2024-12-20,13.2176,15.6836,12.2806,14.717,106200,14.717
2024-12-23,14.6676,15.2792,14.1054,15.1214,47600,15.1214
2024-12-24,14.8156,16.1078,14.7268,15.6343,18100,15.6343
2024-12-26,15.7428,16.7193,14.7959,16.2952,25200,16.2952
2024-12-27,16.6015,16.6015,15.3762,15.3762,33400,15.3762
2024-12-30,14.7931,16.9869,14.7931,16.6806,49300,16.6806
2024-12-31,16.7992,16.7992,15.6726,15.8802,35100,15.8802
2025-01-02,15.7122,16.6707,15.7122,16.394,22500,16.394
2025-01-03,16.5126,17.6391,15.8307,17.4415,42200,17.4415
2025-01-06,17.7775,17.8269,17.066,17.2735,42400,17.2735
2025-01-07,17.0956,17.2142,16.7498,17.066,26200,17.066
2025-01-08,17.0561,17.1549,16.4039,16.562,20000,16.562
2025-01-10,16.1074,16.9573,15.89,16.4138,26500,16.4138
2025-01-13,15.9197,16.2557,15.2477,15.3367,40500,15.3367
2025-01-14,15.2675,16.1667,15.2675,15.4948,32600,15.4948
2025-01-15,16.0778,16.2458,14.971,15.3959,21000,15.3959
2025-01-16,15.475,16.1667,15.4157,15.5936,21900,15.5936
2025-01-17,15.6825,16.1964,15.3762,16.058,29000,16.058
2025-01-21,15.6628,17.145,15.2082,16.6608,19800,16.6608
2025-01-22,16.7201,17.3031,16.7102,16.9375,18900,16.9375
2025-01-23,17.1154,17.1154,16.6509,16.7102,10900,16.7102
2025-01-24,16.6015,16.9672,16.5521,16.7596,15800,16.7596
2025-01-27,16.0976,16.9177,16.0976,16.2655,22700,16.2655
2025-01-28,16.2359,16.8881,15.4849,16.4237,26600,16.4237
2025-01-29,16.4632,17.4909,16.4632,17.2537,31900,17.2537
2025-01-30,17.0462,17.7182,16.6312,17.313,22500,17.313
2025-01-31,17.5107,20.2479,17.145,19.744,84600,19.744
2025-02-03,19.4376,19.5463,18.5779,19.0522,18100,19.0522
2025-02-04,19.2795,19.2795,18.1629,18.7261,26800,18.7261
2025-02-05,18.4396,21.1571,18.0937,20.0898,38000,20.0898
2025-02-06,19.9614,21.6907,19.7538,20.574,61400,20.574
2025-02-07,21.5425,21.5425,19.4179,19.4179,44300,19.4179
2025-02-10,18.7953,21.5326,18.5285,19.5266,42800,19.5266
2025-02-11,20.1886,20.2282,19.5661,19.8625,24800,19.8625
2025-02-12,19.4673,21.2559,19.4673,19.6847,61200,19.6847
2025-02-13,19.6254,19.6254,18.489,18.7064,47100,18.7064
2025-02-14,18.6866,19.5266,18.0344,19.1016,46200,19.1016
2025-02-18,19.2301,20.1491,18.2716,18.5186,46400,18.5186
2025-02-19,18.4297,18.5285,17.5304,17.8269,34800,17.8269
2025-02-20,17.6391,17.649,17.0166,17.57,27900,17.57
2025-02-21,17.4217,17.9356,17.1055,17.1055,34300,17.1055
