date,open,high,low,close,volume,adj_close
2024-07-08,14.8832,14.9969,14.8307,14.9969,6700,14.9969
2024-07-09,14.9969,14.9969,14.9095,14.9532,3700,14.9532
2024-07-10,14.9882,14.9882,14.8745,14.927,3200,14.927
2024-07-11,15.1019,15.1982,15.1019,15.1632,2600,15.1632
2024-07-12,15.1982,15.3819,15.1982,15.3819,5000,15.3819
2024-07-15,15.3907,15.3907,15.2769,15.3907,5900,15.3907
2024-07-16,15.4519,15.4519,15.3076,15.3119,3800,15.3119
2024-07-17,15.3032,15.3776,15.1632,15.1632,4800,15.1632
2024-07-18,15.2332,15.2332,15.1194,15.1194,8200,15.1194
2024-07-19,15.2069,15.2069,14.9532,14.962,3100,14.962
2024-07-22,15.0844,15.0844,14.8745,14.8745,5900,14.8745
2024-07-23,14.962,14.9795,14.7257,14.7257,15300,14.7257
2024-07-24,14.822,14.822,14.5691,14.6995,11400,14.6995
2024-07-25,14.7345,14.8045,14.7257,14.7257,7900,14.7257
2024-07-26,14.8482,14.8482,14.6907,14.6907,20800,14.6907
2024-07-29,14.7345,14.752,14.6557,14.752,4200,14.752
2024-07-30,14.8132,14.8132,14.6907,14.7607,3100,14.7607
2024-07-31,14.787,14.787,14.6041,14.7432,5000,14.7432
2024-08-01,14.7607,14.9182,14.7345,14.8832,15800,14.8832
2024-08-02,14.7607,14.9252,14.7275,14.8657,7500,14.8657
2024-08-05,14.507,14.6732,14.402,14.507,7600,14.507
2024-08-06,14.5157,14.7327,14.4457,14.612,9800,14.612
2024-08-07,14.6207,14.8071,14.6207,14.7432,8500,14.7432
2024-08-08,14.7345,14.7695,14.6793,14.7695,3400,14.7695
2024-08-09,14.7345,14.787,14.6645,14.6995,4500,14.6995
2024-08-12,14.647,14.8132,14.6295,14.6295,2500,14.6295
2024-08-13,14.7082,14.8132,14.682,14.7695,5700,14.7695
2024-08-14,14.822,14.9794,14.8132,14.927,11500,14.927
2024-08-15,14.9357,14.9357,14.8088,14.8753,16500,14.8753
2024-08-16,14.8745,14.9795,14.7782,14.9532,2700,14.9532
2024-08-19,14.9969,15.2507,14.9969,15.0932,7700,15.0932
2024-08-20,15.1369,15.1369,15.1282,15.1369,2000,15.1369
2024-08-21,15.2244,15.2682,15.1798,15.2507,4100,15.2507
2024-08-22,15.2857,15.2857,15.1754,15.2244,2900,15.2244
2024-08-23,15.3032,15.3119,15.2069,15.2769,4700,15.2769
2024-08-26,15.3644,15.4694,15.3618,15.3994,5500,15.3994
2024-08-27,15.3994,15.4344,15.3119,15.3994,4100,15.3994
2024-08-28,15.3469,15.4607,15.3469,15.4239,3900,15.4239
2024-08-29,15.5307,15.5394,15.4782,15.4782,2700,15.4782
2024-08-30,15.5657,15.5657,15.0582,15.1632,56100,15.1632
2024-09-03,15.2507,15.2507,15.1457,15.1457,7800,15.1457
2024-09-04,15.1807,15.3119,15.1807,15.3119,8800,15.3119
2024-09-05,15.3601,15.3601,15.3119,15.3382,5200,15.3382
2024-09-06,15.3119,15.3776,15.1894,15.2507,4300,15.2507
2024-09-09,15.3382,15.3994,15.3119,15.3994,2900,15.3994
2024-09-10,15.4869,15.4869,15.3557,15.4169,7000,15.4169
2024-09-11,15.5219,15.5219,15.3119,15.4169,7900,15.4169
2024-09-12,15.4694,15.5482,15.4694,15.4694,10100,15.4694
2024-09-13,15.5657,15.6094,15.5482,15.5832,9000,15.5832
2024-09-16,15.6969,15.6969,15.6007,15.6182,4900,15.6182
2024-09-17,15.6969,15.6969,15.6182,15.6619,10500,15.6619
2024-09-18,15.7407,15.7407,15.6532,15.7407,10900,15.7407
2024-09-19,15.8807,15.8982,15.7144,15.7932,8000,15.7932
2024-09-20,15.8719,15.8807,15.7407,15.7932,10300,15.7932
2024-09-23,15.8894,15.8894,15.7932,15.8369,6200,15.8369
2024-09-24,15.8632,15.8728,15.8325,15.8369,4700,15.8369
2024-09-25,15.8807,15.9069,15.8282,15.8457,5100,15.8457
2024-09-26,15.8807,15.9507,15.8632,15.9507,5300,15.9507
2024-09-27,16.0332,16.0332,15.8468,15.8823,4300,15.8823
2024-09-30,15.9711,15.9711,15.7314,15.8379,8700,15.8379
